Store,Dept,Date, Weekly_Sales 
1,5,29/03/2013," 18,421.69 "
1,5,05/04/2013," 18,722.72 "
1,5,12/04/2013," 18,421.69 "
1,5,19/04/2013," 18,421.69 "
1,5,26/04/2013," 18,421.69 "
1,5,03/05/2013," 20,745.60 "
1,5,10/05/2013," 20,745.60 "
1,5,17/05/2013," 20,745.60 "
1,5,24/05/2013," 21,084.61 "
1,5,31/05/2013," 21,084.61 "
1,5,07/06/2013," 20,745.60 "
1,5,14/06/2013," 20,745.60 "
1,5,21/06/2013," 20,745.60 "
1,5,28/06/2013," 20,745.60 "
1,5,05/07/2013," 21,084.61 "
1,5,12/07/2013," 20,745.60 "
1,5,19/07/2013," 20,745.60 "
1,5,26/07/2013," 20,745.60 "
1,6,02/11/2012," 7,124.03 "
1,6,09/11/2012," 7,124.03 "
1,6,16/11/2012," 7,124.03 "
1,6,23/11/2012," 9,173.84 "
1,6,30/11/2012," 9,173.84 "
1,6,07/12/2012," 9,284.66 "
1,6,14/12/2012," 9,284.66 "
1,6,21/12/2012," 10,023.05 "
1,6,28/12/2012," 7,980.73 "
1,6,04/01/2013," 6,765.98 "
1,6,11/01/2013," 6,765.98 "
1,6,18/01/2013," 6,765.98 "
1,6,25/01/2013," 6,765.98 "
1,6,01/02/2013," 7,124.03 "
1,6,08/02/2013," 7,124.03 "
1,6,15/02/2013," 7,124.03 "
1,6,22/02/2013," 7,124.03 "
1,6,01/03/2013," 7,124.03 "
1,6,08/03/2013," 7,124.03 "
1,6,15/03/2013," 7,124.03 "
1,6,22/03/2013," 7,240.44 "
1,6,29/03/2013," 7,124.03 "
1,6,05/04/2013," 7,240.44 "
1,6,12/04/2013," 7,124.03 "
1,6,19/04/2013," 7,124.03 "
1,6,26/04/2013," 7,124.03 "
1,6,03/05/2013," 8,022.73 "
1,6,10/05/2013," 8,022.73 "
1,6,17/05/2013," 8,022.73 "
1,6,24/05/2013," 8,153.83 "
1,6,31/05/2013," 8,153.83 "
1,6,07/06/2013," 8,022.73 "
1,6,14/06/2013," 8,022.73 "
1,6,21/06/2013," 8,022.73 "
1,6,28/06/2013," 8,022.73 "
1,6,05/07/2013," 8,153.83 "
1,6,12/07/2013," 8,022.73 "
1,6,19/07/2013," 8,022.73 "
1,6,26/07/2013," 8,022.73 "
1,7,02/11/2012," 20,411.32 "
1,7,09/11/2012," 20,411.32 "
1,7,16/11/2012," 20,411.32 "
1,7,23/11/2012," 29,425.37 "
1,7,30/11/2012," 29,425.37 "
1,7,07/12/2012," 29,780.81 "
1,7,14/12/2012," 29,780.81 "
1,7,21/12/2012," 32,149.24 "
1,7,28/12/2012," 25,598.42 "
1,7,04/01/2013," 18,381.40 "
1,7,11/01/2013," 18,381.40 "
1,7,18/01/2013," 18,381.40 "
1,7,25/01/2013," 18,381.40 "
1,7,01/02/2013," 20,411.32 "
1,7,08/02/2013," 20,411.32 "
1,7,15/02/2013," 20,411.32 "
1,7,22/02/2013," 20,411.32 "
1,7,01/03/2013," 20,411.32 "
1,7,08/03/2013," 20,411.32 "
1,7,15/03/2013," 20,411.32 "
1,7,22/03/2013," 20,744.86 "
1,7,29/03/2013," 20,411.32 "
1,7,05/04/2013," 20,744.86 "
1,7,12/04/2013," 20,411.32 "
1,7,19/04/2013," 20,411.32 "
1,7,26/04/2013," 20,411.32 "
1,7,03/05/2013," 22,986.23 "
1,7,10/05/2013," 22,986.23 "
1,7,17/05/2013," 22,986.23 "
1,7,24/05/2013," 23,361.85 "
1,7,31/05/2013," 23,361.85 "
1,7,07/06/2013," 22,986.23 "
1,7,14/06/2013," 22,986.23 "
1,7,21/06/2013," 22,986.23 "
1,7,28/06/2013," 22,986.23 "
1,7,05/07/2013," 23,361.85 "
1,7,12/07/2013," 22,986.23 "
1,7,19/07/2013," 22,986.23 "
1,7,26/07/2013," 22,986.23 "
1,8,02/11/2012," 25,355.41 "
1,8,09/11/2012," 25,355.41 "
1,8,16/11/2012," 25,355.41 "
1,8,23/11/2012," 27,084.77 "
1,8,30/11/2012," 27,084.77 "
1,8,07/12/2012," 27,170.58 "
1,8,14/12/2012," 27,170.58 "
1,8,21/12/2012," 29,331.42 "
1,8,28/12/2012," 23,354.77 "
1,8,04/01/2013," 22,833.80 "
1,8,11/01/2013," 22,833.80 "
1,8,18/01/2013," 22,833.80 "
1,8,25/01/2013," 22,833.80 "
1,8,01/02/2013," 25,355.41 "
1,8,08/02/2013," 25,355.41 "
1,8,15/02/2013," 25,355.41 "
1,8,22/02/2013," 25,355.41 "
1,8,01/03/2013," 25,355.41 "
1,8,08/03/2013," 25,355.41 "
1,8,15/03/2013," 25,355.41 "
1,8,22/03/2013," 25,769.75 "
1,8,29/03/2013," 25,355.41 "
1,8,05/04/2013," 25,769.75 "
1,8,12/04/2013," 25,355.41 "
1,8,19/04/2013," 25,355.41 "
1,8,26/04/2013," 25,355.41 "
1,8,03/05/2013," 28,554.02 "
1,8,10/05/2013," 28,554.02 "
1,8,17/05/2013," 28,554.02 "
1,8,24/05/2013," 29,020.63 "
1,8,31/05/2013," 29,020.63 "
1,8,07/06/2013," 28,554.02 "
1,8,14/06/2013," 28,554.02 "
1,8,21/06/2013," 28,554.02 "
1,8,28/06/2013," 28,554.02 "
1,8,05/07/2013," 29,020.63 "
1,8,12/07/2013," 28,554.02 "
1,8,19/07/2013," 28,554.02 "
1,8,26/07/2013," 28,554.02 "
1,9,02/11/2012," 18,468.39 "
1,9,09/11/2012," 18,468.39 "
1,9,16/11/2012," 18,468.39 "
1,9,23/11/2012," 20,191.84 "
1,9,30/11/2012," 20,191.84 "
1,9,07/12/2012," 20,255.81 "
1,9,14/12/2012," 20,255.81 "
1,9,21/12/2012," 21,866.73 "
1,9,28/12/2012," 17,411.10 "
1,9,04/01/2013," 15,324.21 "
1,9,11/01/2013," 15,324.21 "
1,9,18/01/2013," 15,324.21 "
1,9,25/01/2013," 15,324.21 "
1,9,01/02/2013," 18,468.39 "
1,9,08/02/2013," 18,468.39 "
1,9,15/02/2013," 18,468.39 "
1,9,22/02/2013," 18,468.39 "
1,9,01/03/2013," 18,468.39 "
1,9,08/03/2013," 18,468.39 "
1,9,15/03/2013," 18,468.39 "
1,9,22/03/2013," 18,770.19 "
1,9,29/03/2013," 18,468.39 "
1,9,05/04/2013," 18,770.19 "
1,9,12/04/2013," 18,468.39 "
1,9,19/04/2013," 18,468.39 "
1,9,26/04/2013," 18,468.39 "
1,9,03/05/2013," 20,899.73 "
1,9,10/05/2013," 20,899.73 "
1,9,17/05/2013," 20,899.73 "
1,9,24/05/2013," 21,241.26 "
1,9,31/05/2013," 21,241.26 "
1,9,07/06/2013," 20,899.73 "
1,9,14/06/2013," 20,899.73 "
1,9,21/06/2013," 20,899.73 "
1,9,28/06/2013," 20,899.73 "
1,9,05/07/2013," 21,241.26 "
1,9,12/07/2013," 20,899.73 "
1,9,19/07/2013," 20,899.73 "
1,9,26/07/2013," 20,899.73 "
1,10,02/11/2012," 18,468.39 "
1,10,09/11/2012," 18,468.39 "
1,10,16/11/2012," 18,468.39 "
1,10,23/11/2012," 20,191.84 "
1,10,30/11/2012," 20,191.84 "
1,10,07/12/2012," 20,255.81 "
1,10,14/12/2012," 20,255.81 "
1,10,21/12/2012," 21,866.73 "
1,10,28/12/2012," 17,411.10 "
1,10,04/01/2013," 15,324.21 "
1,10,11/01/2013," 15,324.21 "
1,10,18/01/2013," 15,324.21 "
1,10,25/01/2013," 15,324.21 "
1,10,01/02/2013," 18,468.39 "
1,10,08/02/2013," 18,468.39 "
1,10,15/02/2013," 18,468.39 "
1,10,22/02/2013," 18,468.39 "
1,10,01/03/2013," 18,468.39 "
1,10,08/03/2013," 18,468.39 "
1,10,15/03/2013," 18,468.39 "
1,10,22/03/2013," 18,770.19 "
1,10,29/03/2013," 18,468.39 "
1,10,05/04/2013," 18,770.19 "
1,10,12/04/2013," 18,468.39 "
1,10,19/04/2013," 18,468.39 "
1,10,26/04/2013," 18,468.39 "
1,10,03/05/2013," 20,899.73 "
1,10,10/05/2013," 20,899.73 "
1,10,17/05/2013," 20,899.73 "
1,10,24/05/2013," 21,241.26 "
1,10,31/05/2013," 21,241.26 "
1,10,07/06/2013," 20,899.73 "
1,10,14/06/2013," 20,899.73 "
1,10,21/06/2013," 20,899.73 "
1,10,28/06/2013," 20,899.73 "
1,10,05/07/2013," 21,241.26 "
1,10,12/07/2013," 20,899.73 "
1,10,19/07/2013," 20,899.73 "
1,10,26/07/2013," 20,899.73 "
1,11,02/11/2012," 17,173.42 "
1,11,09/11/2012," 17,173.42 "
1,11,16/11/2012," 17,173.42 "
1,11,23/11/2012," 18,776.03 "
1,11,30/11/2012," 18,776.03 "
1,11,07/12/2012," 18,835.51 "
1,11,14/12/2012," 18,835.51 "
1,11,21/12/2012," 20,333.48 "
1,11,28/12/2012," 16,190.27 "
1,11,04/01/2013," 15,012.87 "
1,11,11/01/2013," 15,012.87 "
1,11,18/01/2013," 15,012.87 "
1,11,25/01/2013," 15,012.87 "
1,11,01/02/2013," 17,173.42 "
1,11,08/02/2013," 17,173.42 "
1,11,15/02/2013," 17,173.42 "
1,11,22/02/2013," 17,173.42 "
1,11,01/03/2013," 17,173.42 "
1,11,08/03/2013," 17,173.42 "
1,11,15/03/2013," 17,173.42 "
1,11,22/03/2013," 17,454.06 "
1,11,29/03/2013," 17,173.42 "
1,11,05/04/2013," 17,454.06 "
1,11,12/04/2013," 17,173.42 "
1,11,19/04/2013," 17,173.42 "
1,11,26/04/2013," 17,173.42 "
1,11,03/05/2013," 19,468.74 "
1,11,10/05/2013," 19,468.74 "
1,11,17/05/2013," 19,468.74 "
1,11,24/05/2013," 19,786.88 "
1,11,31/05/2013," 19,786.88 "
1,11,07/06/2013," 19,468.74 "
1,11,14/06/2013," 19,468.74 "
1,11,21/06/2013," 19,468.74 "
1,11,28/06/2013," 19,468.74 "
1,11,05/07/2013," 19,786.88 "
1,11,12/07/2013," 19,468.74 "
1,11,19/07/2013," 19,468.74 "
1,11,26/07/2013," 19,468.74 "
1,12,02/11/2012," 8,009.86 "
1,12,09/11/2012," 8,009.86 "
1,12,16/11/2012," 8,009.86 "
1,12,23/11/2012," 10,059.98 "
1,12,30/11/2012," 10,059.98 "
1,12,07/12/2012," 10,701.30 "
1,12,14/12/2012," 10,701.30 "
1,12,21/12/2012," 11,552.36 "
1,12,28/12/2012," 9,198.41 "
1,12,04/01/2013," 7,880.74 "
1,12,11/01/2013," 7,880.74 "
1,12,18/01/2013," 7,880.74 "
1,12,25/01/2013," 7,880.74 "
1,12,01/02/2013," 8,009.86 "
1,12,08/02/2013," 8,009.86 "
1,12,15/02/2013," 8,009.86 "
1,12,22/02/2013," 8,009.86 "
1,12,01/03/2013," 8,009.86 "
1,12,08/03/2013," 8,009.86 "
1,12,15/03/2013," 8,009.86 "
1,12,22/03/2013," 8,140.75 "
1,12,29/03/2013," 8,009.86 "
1,12,05/04/2013," 8,140.75 "
1,12,12/04/2013," 8,009.86 "
1,12,19/04/2013," 8,009.86 "
1,12,26/04/2013," 8,009.86 "
1,12,03/05/2013," 8,854.80 "
1,12,10/05/2013," 8,854.80 "
1,12,17/05/2013," 8,854.80 "
1,12,24/05/2013," 8,999.50 "
1,12,31/05/2013," 8,999.50 "
1,12,07/06/2013," 8,854.80 "
1,12,14/06/2013," 8,854.80 "
1,12,21/06/2013," 8,854.80 "
1,12,28/06/2013," 8,854.80 "
1,12,05/07/2013," 8,999.50 "
1,12,12/07/2013," 8,854.80 "
1,12,19/07/2013," 8,854.80 "
1,12,26/07/2013," 8,854.80 "
1,13,02/11/2012," 23,446.47 "
1,13,09/11/2012," 23,446.47 "
1,13,16/11/2012," 23,446.47 "
1,13,23/11/2012," 22,945.79 "
1,13,30/11/2012," 22,945.79 "
1,13,07/12/2012," 22,025.38 "
1,13,14/12/2012," 22,025.38 "
1,13,21/12/2012," 23,777.04 "
1,13,28/12/2012," 18,932.16 "
1,13,04/01/2013," 18,452.84 "
1,13,11/01/2013," 18,452.84 "
1,13,18/01/2013," 18,452.84 "
1,13,25/01/2013," 18,452.84 "
1,13,01/02/2013," 23,446.47 "
1,13,08/02/2013," 23,446.47 "
1,13,15/02/2013," 23,446.47 "
1,13,22/02/2013," 23,446.47 "
1,13,01/03/2013," 23,446.47 "
1,13,08/03/2013," 23,446.47 "
1,13,15/03/2013," 23,446.47 "
1,13,22/03/2013," 23,829.61 "
1,13,29/03/2013," 23,446.47 "
1,13,05/04/2013," 23,829.61 "
1,13,12/04/2013," 23,446.47 "
1,13,19/04/2013," 23,446.47 "
1,13,26/04/2013," 23,446.47 "
1,13,03/05/2013," 27,037.41 "
1,13,10/05/2013," 27,037.41 "
1,13,17/05/2013," 27,037.41 "
1,13,24/05/2013," 27,479.23 "
1,13,31/05/2013," 27,479.23 "
1,13,07/06/2013," 27,037.41 "
1,13,14/06/2013," 27,037.41 "
1,13,21/06/2013," 27,037.41 "
1,13,28/06/2013," 27,037.41 "
1,13,05/07/2013," 27,479.23 "
1,13,12/07/2013," 27,037.41 "
1,13,19/07/2013," 27,037.41 "
1,13,26/07/2013," 27,037.41 "
1,14,02/11/2012," 14,936.00 "
1,14,09/11/2012," 14,936.00 "
1,14,16/11/2012," 14,936.00 "
1,14,23/11/2012," 16,664.90 "
1,14,30/11/2012," 16,664.90 "
1,14,07/12/2012," 16,743.45 "
1,14,14/12/2012," 16,743.45 "
1,14,21/12/2012," 18,075.04 "
1,14,28/12/2012," 14,392.02 "
1,14,04/01/2013," 12,906.61 "
1,14,11/01/2013," 12,906.61 "
1,14,18/01/2013," 12,906.61 "
1,14,25/01/2013," 12,906.61 "
1,14,01/02/2013," 14,936.00 "
1,14,08/02/2013," 14,936.00 "
1,14,15/02/2013," 14,936.00 "
1,14,22/02/2013," 14,936.00 "
1,14,01/03/2013," 14,936.00 "
1,14,08/03/2013," 14,936.00 "
1,14,15/03/2013," 14,936.00 "
1,14,22/03/2013," 15,180.07 "
1,14,29/03/2013," 14,936.00 "
1,14,05/04/2013," 15,180.07 "
1,14,12/04/2013," 14,936.00 "
1,14,19/04/2013," 14,936.00 "
1,14,26/04/2013," 14,936.00 "
1,14,03/05/2013," 16,928.76 "
1,14,10/05/2013," 16,928.76 "
1,14,17/05/2013," 16,928.76 "
1,14,24/05/2013," 17,205.39 "
1,14,31/05/2013," 17,205.39 "
1,14,07/06/2013," 16,928.76 "
1,14,14/06/2013," 16,928.76 "
1,14,21/06/2013," 16,928.76 "
1,14,28/06/2013," 16,928.76 "
1,14,05/07/2013," 17,205.39 "
1,14,12/07/2013," 16,928.76 "
1,14,19/07/2013," 16,928.76 "
1,14,26/07/2013," 16,928.76 "
1,16,02/11/2012," 11,649.64 "
1,16,09/11/2012," 11,649.64 "
1,16,16/11/2012," 11,649.64 "
1,16,23/11/2012," 12,998.14 "
1,16,30/11/2012," 12,998.14 "
1,16,07/12/2012," 13,059.40 "
1,16,14/12/2012," 13,059.40 "
1,16,21/12/2012," 14,098.00 "
1,16,28/12/2012," 11,225.35 "
1,16,04/01/2013," 10,066.78 "
1,16,11/01/2013," 10,066.78 "
1,16,18/01/2013," 10,066.78 "
1,16,25/01/2013," 10,066.78 "
1,16,01/02/2013," 11,649.64 "
1,16,08/02/2013," 11,649.64 "
1,16,15/02/2013," 11,649.64 "
1,16,22/02/2013," 11,649.64 "
1,16,01/03/2013," 11,649.64 "
1,16,08/03/2013," 11,649.64 "
1,16,15/03/2013," 11,649.64 "
1,16,22/03/2013," 11,840.01 "
1,16,29/03/2013," 11,649.64 "
1,16,05/04/2013," 11,840.01 "
1,16,12/04/2013," 11,649.64 "
1,16,19/04/2013," 11,649.64 "
1,16,26/04/2013," 11,649.64 "
1,16,03/05/2013," 13,203.94 "
1,16,10/05/2013," 13,203.94 "
1,16,17/05/2013," 13,203.94 "
1,16,24/05/2013," 13,419.70 "
1,16,31/05/2013," 13,419.70 "
1,16,07/06/2013," 13,203.94 "
1,16,14/06/2013," 13,203.94 "
1,16,21/06/2013," 13,203.94 "
1,16,28/06/2013," 13,203.94 "
1,16,05/07/2013," 13,419.70 "
1,16,12/07/2013," 13,203.94 "
1,16,19/07/2013," 13,203.94 "
1,16,26/07/2013," 13,203.94 "
1,17,02/11/2012," 10,864.16 "
1,17,09/11/2012," 10,864.16 "
1,17,16/11/2012," 10,864.16 "
1,17,23/11/2012," 12,284.75 "
1,17,30/11/2012," 12,284.75 "
1,17,07/12/2012," 12,342.65 "
1,17,14/12/2012," 12,342.65 "
1,17,21/12/2012," 13,324.25 "
1,17,28/12/2012," 10,609.26 "
1,17,04/01/2013," 9,388.02 "
1,17,11/01/2013," 9,388.02 "
1,17,18/01/2013," 9,388.02 "
1,17,25/01/2013," 9,388.02 "
1,17,01/02/2013," 10,864.16 "
1,17,08/02/2013," 10,864.16 "
1,17,15/02/2013," 10,864.16 "
1,17,22/02/2013," 10,864.16 "
1,17,01/03/2013," 10,864.16 "
1,17,08/03/2013," 10,864.16 "
1,17,15/03/2013," 10,864.16 "
1,17,22/03/2013," 11,041.69 "
1,17,29/03/2013," 10,864.16 "
1,17,05/04/2013," 11,041.69 "
1,17,12/04/2013," 10,864.16 "
1,17,19/04/2013," 10,864.16 "
1,17,26/04/2013," 10,864.16 "
1,17,03/05/2013," 12,313.65 "
1,17,10/05/2013," 12,313.65 "
1,17,17/05/2013," 12,313.65 "
1,17,24/05/2013," 12,514.87 "
1,17,31/05/2013," 12,514.87 "
1,17,07/06/2013," 12,313.65 "
1,17,14/06/2013," 12,313.65 "
1,17,21/06/2013," 12,313.65 "
1,17,28/06/2013," 12,313.65 "
1,17,05/07/2013," 12,514.87 "
1,17,12/07/2013," 12,313.65 "
1,17,19/07/2013," 12,313.65 "
1,17,26/07/2013," 12,313.65 "
1,18,02/11/2012," 5,934.31 "
1,18,09/11/2012," 5,934.31 "
1,18,16/11/2012," 5,934.31 "
1,18,23/11/2012," 6,720.55 "
1,18,30/11/2012," 6,720.55 "
1,18,07/12/2012," 6,337.38 "
1,18,14/12/2012," 6,337.38 "
1,18,21/12/2012," 6,841.39 "
1,18,28/12/2012," 5,447.37 "
1,18,04/01/2013," 1,365.04 "
1,18,11/01/2013," 1,365.04 "
1,18,18/01/2013," 1,365.04 "
1,18,25/01/2013," 1,365.04 "
1,18,01/02/2013," 1,778.09 "
1,18,08/02/2013," 1,778.09 "
1,18,15/02/2013," 1,778.09 "
1,18,22/02/2013," 1,494.84 "
1,18,01/03/2013," 1,494.84 "
1,18,08/03/2013," 1,494.84 "
1,18,15/03/2013," 1,494.84 "
1,18,22/03/2013," 1,519.27 "
1,18,29/03/2013," 1,494.84 "
1,18,05/04/2013," 1,519.27 "
1,18,12/04/2013," 1,494.84 "
1,18,19/04/2013," 1,258.32 "
1,18,26/04/2013, 829.92 
1,18,03/05/2013, 57.06 
1,18,10/05/2013, 52.90 
1,18,17/05/2013, 44.52 
1,18,24/05/2013, 45.25 
1,18,07/06/2013, 44.52 
1,18,05/07/2013, 45.25 
1,19,02/11/2012," 2,162.93 "
1,19,09/11/2012," 2,162.93 "
1,19,16/11/2012," 2,162.93 "
1,19,23/11/2012," 3,204.88 "
1,19,30/11/2012," 3,204.88 "
1,19,07/12/2012," 3,537.40 "
1,19,14/12/2012," 3,537.40 "
1,19,21/12/2012," 3,818.73 "
1,19,28/12/2012," 3,040.61 "
1,19,04/01/2013," 1,363.98 "
1,19,11/01/2013," 1,363.98 "
1,19,18/01/2013," 1,363.98 "
1,19,25/01/2013," 1,363.98 "
1,19,01/02/2013," 1,579.17 "
1,19,08/02/2013," 1,579.17 "
1,19,15/02/2013," 1,579.17 "
1,19,22/02/2013," 1,579.17 "
1,19,01/03/2013," 1,579.17 "
1,19,08/03/2013," 1,579.17 "
1,19,15/03/2013," 1,579.17 "
1,19,22/03/2013," 1,604.98 "
1,19,29/03/2013," 1,579.17 "
1,19,05/04/2013," 1,604.98 "
1,19,12/04/2013," 1,579.17 "
1,19,19/04/2013," 1,568.40 "
1,19,26/04/2013," 1,542.57 "
1,19,03/05/2013," 1,317.20 "
1,19,10/05/2013," 1,326.25 "
1,19,17/05/2013," 1,317.20 "
1,19,24/05/2013," 1,338.72 "
1,19,31/05/2013," 1,338.72 "
1,19,07/06/2013," 1,317.20 "
1,19,14/06/2013," 1,317.20 "
1,19,21/06/2013," 1,317.20 "
1,19,28/06/2013," 1,317.20 "
1,19,05/07/2013," 1,338.72 "
1,19,12/07/2013," 1,317.20 "
1,19,19/07/2013," 1,317.20 "
1,19,26/07/2013," 1,317.20 "
1,20,02/11/2012," 5,509.47 "
1,20,09/11/2012," 5,509.47 "
1,20,16/11/2012," 5,509.47 "
1,20,23/11/2012," 6,761.23 "
